Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Caribbean small states,,,,,,,,,,,,,,,,,,,,,,,,,,-3.006785647,-0.142931224,-2.429785874,7.955254335,3.410800956,2.135118628,1.225469998,-0.753406025,-2.46259903,4.997535186,-2.301452423,3.420675572,2.662851648,3.324895086,3.599598489,7.527247105,2.272341908,5.049001159,17.24546022,5.787744183,8.631769854,10.18983752,1.417741443,3.169901997,-4.098955372,0.619419625,-0.519481188,-0.87340158,1.586993813,-0.397826765,-0.0152089,-3.536600744,1.290134902,-0.05396838,0.940426009,
Cuba,,,,,,,,,,,,8.596780654,4.817601204,3.408726517,0.966017709,9.571130682,5.454186307,8.588388068,6.482829743,1.103184021,-4.268006836,19.35118857,8.05578408,5.327395546,8.602920863,5.243557414,-4.4966566,-5.707247883,7.499300638,4.866526052,1.946436267,-18.42911541,-27.00428845,-19.41517461,4.987578385,9.425709178,13.76507376,5.329960703,-6.336749718,7.10274098,7.73176779,-1.739325962,0.445557216,0.037523452,3.320919516,7.767934705,13.4132216,3.481600136,4.064623933,0.685619717,-1.311026318,0.852582532,4.51194338,3.55530474,-2.897366031,8.811149565,-1.891171667,2.199246473,2.520576132,,
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.079732545,1.510568234,-18.51625406,-14.52437871,-1.852397787,1.30455623,1.677605173,2.145278745,2.983876859,4.540253908,2.600474459,5.609062523,,
Cyprus,,,,,,,,,,,,,,,,,31.96765484,24.95914498,10.95129505,10.40071412,4.830529598,-3.28411927,2.184794346,1.983505291,4.874973949,1.710020952,1.491825873,6.789549512,6.336025559,4.335321251,5.001972243,2.231808713,5.063293564,-3.160474025,2.6685859,1.126625432,-2.012617001,-0.023090627,1.70933248,2.533035538,-0.014868107,5.521149143,6.740855068,9.00555443,6.91489054,3.948050964,4.20932882,6.163264656,-1.194460568,-11.68589838,-5.185314487,-8.777760481,-11.9225496,-15.6155848,-6.316171872,2.462260889,15.60010092,10.07033251,13.14544258,8.203452169,-6.710873193
Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.799523967,12.43555105,5.240537964,-3.957587528,-2.458758357,-0.326886743,4.660904995,2.925243072,3.999569995,0.744343163,7.687878661,10.41559902,14.2128399,4.990504581,6.423563079,-9.927353463,6.684251111,5.222041637,-4.052733582,-2.433523371,3.286834007,4.924379013,1.994384773,6.626403966,1.375797753,1.606214489,-6.641913579
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.754890177,-5.104457565,2.925670694,-0.81894216,-2.946985158,1.803471285,-0.007673349,0.374256053,4.350043312,-0.713344814,-2.26264741,-0.382006296,2.721245514,0.366684239,5.108742231,3.65644987,-1.219254682,-13.46393785,14.70037012,5.007104315,-0.091336554,-0.755045145,4.42315674,1.31988631,4.060232255,3.348923964,0.809642565,-2.553227195,-7.784519121
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.934385602,8.567577121,6.114837744,14.1017412,45.3187993,9.399999977,2.000000043
Dominica,,,,,,,,,,,,,,,,,,,15.23491183,-11.38759107,30.08233803,3.807728366,3.825702283,1.129570316,9.262198797,4.318347934,-0.697529709,8.39007863,14.74259202,6.222687687,8.388320831,2.415458937,6.691531373,0.966481596,0.621181263,6.922376278,3.218173213,2.998624484,7.282763533,-4.331950207,21.79909785,-2.01552596,-16.88472162,7.765631832,4.844599529,4.094427245,3.115473269,8.220363427,8.055703625,-8.096442005,2.885131508,-0.097821834,-2.513218879,-2.002142761,2.036214554,-7.038103529,8.334533929,-13.83735621,33.05294027,3.712081666,-31.69285834
Denmark,,,,,,,,5.69018703,8.109004754,6.349362006,5.077161878,4.211028601,6.968774805,-2.498555805,-0.658557996,-3.606237493,3.751027838,1.653206961,0.048493149,2.103557304,4.149802725,-5.381195584,4.814772316,6.326124311,5.698322948,6.103477699,6.016421806,0.11863555,0.009444401,2.123184185,-2.544773194,-0.289340836,1.335847028,-5.32876876,8.03415664,6.071322989,0.095065257,5.371523552,2.078114695,2.956679914,3.840421461,-0.984257373,-1.591042768,-1.210968455,2.606378055,-0.863813832,3.786826044,-2.476355709,-1.214600282,-10.59174975,0.151132034,2.750127538,1.600502348,-1.266437636,0.451923792,1.446234243,5.777910451,5.965406834,3.076011083,3.089613812,-2.582687018
Dominican Republic,,,,,,,,10.04516846,-4.199909973,15.23632935,9.225504181,17.84763249,16.89226399,20.62015446,5.146343127,8.018867925,7.560043668,5.861456483,-2.408916587,7.908633182,4.31318994,3.327514728,-4.424031253,9.147149801,0.921052632,-6.258148631,7.307157377,18.90329013,-0.628878082,5.476331111,-6.094536,-2.344340671,12.79927054,8.292931468,6.280841671,6.18429908,7.465168048,11.04052994,9.532255982,10.81806596,3.139937461,-1.126656028,5.968075845,-2.748144656,3.016607196,8.615789733,9.691368025,4.121400046,1.919282584,-4.514694413,9.501614176,2.023640813,-0.768726225,9.530165304,9.037360698,8.091059079,6.838078714,3.189553457,7.79948904,5.970158844,-6.344816848
Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.016322748,-0.860325334,4.487190283,7.822323149,3.462189313,5.928884991,-0.99245497,0.422177439,-1.110313302,-4.62028046,-0.010889634,-1.269419274,-0.618521779,-2.598121,1.407531692,1.700162649,6.652644915,-0.092773476,-2.564575679,-1.650188964,-7.25056976
East Asia & Pacific (excluding high income),,-18.4095454,-3.341588876,5.410176861,11.27034874,12.25990045,12.36069559,-4.967657686,1.973598785,21.28820263,21.83280114,10.87709112,8.682000286,9.766087607,4.987875872,9.795297963,5.629972203,11.76834437,10.21749276,9.194424615,10.91385227,4.361758915,2.978366904,6.973189479,9.325130118,6.835300378,8.059128127,9.538309352,11.1113241,4.852637507,5.140143203,11.12225065,14.20439985,14.53695116,15.22964988,12.93840966,11.55684267,8.899038601,2.374567282,6.728409625,8.85567901,6.626695137,8.455692676,10.73192885,9.700456806,10.3971998,11.52992978,12.76236854,8.527380445,8.627260114,11.35385276,9.782193515,7.952000012,7.499687029,6.923954691,5.753576472,5.884745231,5.749365355,5.674574674,4.772419462,1.599340647
Early-demographic dividend,,,,,,,6.377140419,6.1742511,8.90304691,7.241902841,13.04168648,7.723276439,9.13271784,11.51821476,4.913418274,-4.352854227,11.49441794,2.752863087,-2.861358842,3.563619878,-1.793694168,2.727399498,-4.064963698,-5.610431147,1.631026411,-1.307552818,5.650096843,2.332543019,5.120013013,1.971216458,8.811753681,7.86332912,3.855107654,2.54906878,3.422434642,2.264435143,6.041604949,3.503756119,0.850444215,-0.956391389,5.147728312,-0.466507335,0.52930388,5.394027541,7.097747505,5.611221771,6.107883874,4.237502322,2.864722539,-1.714740128,5.589855523,5.53471007,2.039779231,2.68045658,3.472345302,4.214644101,4.944210639,3.488426087,2.286954803,-0.854759977,-5.60846311
East Asia & Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.048754324,6.77824908,3.209205431,-0.697602919,2.501125838,5.3409066,0.695689607,3.221698146,6.31212305,6.604954864,7.039057601,7.452422138,8.209669876,4.454008954,-0.36768959,11.4903465,5.57442219,5.658785251,5.847615766,5.936194621,4.711574568,4.34911048,5.461553446,4.504765973,,
Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.316804502,-18.10490332,-11.46382289,-18.6891738,-3.432471273,-1.852046156,2.272856751,-1.349670312,3.800998713,10.09207141,3.217562897,5.241312468,8.508719866,10.51642947,6.224623599,8.154859996,6.75210345,2.733223976,-8.420949648,6.7247054,7.794560711,2.228268281,3.256274937,1.486098554,0.823284661,2.664378587,4.434843005,2.252208566,0.731972919,-1.72007124
Europe & Central Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.03691906,-4.414851543,-0.406626776,1.259596784,0.131927676,2.158054265,1.559614103,2.304290421,4.666875558,1.416487979,0.967270406,1.815669531,3.853121116,2.037568289,4.206872958,3.55589936,-0.792251177,-9.868303112,5.30832411,2.945936981,-1.280202477,-0.301394113,1.865572097,2.239803893,2.368065495,3.518380473,1.926793416,0.301479156,-5.798002641
Ecuador,,8.022432416,0.539953112,5.187630913,14.61207832,10.54460307,-2.146751294,8.680752324,1.112576484,6.149198529,8.26087731,16.76758386,10.30124413,29.63015923,7.441080374,9.609216753,8.266954815,-3.013877427,7.901839832,1.006736193,-2.269256733,0.764907835,-0.269528544,3.021676035,3.162707197,4.59262597,3.825894915,-7.66236039,13.02692772,-0.361891502,2.216585626,2.304009976,1.973845733,3.814052832,7.204917646,-0.345394968,-1.617356388,1.750829625,0.458845695,-6.358090085,10.95626651,6.160615812,4.552370519,2.728742515,15.21335666,4.426151185,4.60519913,-0.832352922,6.658137391,-0.17438378,3.100220948,8.963544435,6.531278147,4.373771214,3.64206719,-0.492740682,-1.508637818,0.028263427,-1.005764851,0.162961535,-8.226703059
"Egypt, Arab Rep.",,,9.309689677,17.06257242,7.894085622,12.17889908,3.20997751,2.595087163,-0.521336165,-4.988354037,13.58529111,6.312860018,7.786526684,3.192640693,2.163083377,7.712049275,16.61375905,12.96447378,12.37607511,13.29749942,9.7205033,14.14050127,14.90724728,2.305343311,10.30087446,11.99946251,11.56568686,2.882030326,2.550433783,5.621257485,6.137056197,5.401615827,5.302166449,1.50394035,2.226901317,5.451573908,5.012632431,4.910840633,4.601954113,6.735831916,6.683757777,7.402539715,0.290354559,1.854933072,2.677518224,3.120045078,12.10866462,6.625471221,6.991684593,5.411583603,4.419066597,0.423601704,1.081633896,0.920759461,2.103730483,1.665265194,0.69027276,2.123399023,6.42191894,5.759739607,0.550233657
Euro area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.136639677,-3.933249479,2.79078758,1.479415099,-0.167600643,1.99976926,2.228814244,2.317995674,4.55578016,1.397942868,0.090738509,0.580813877,2.509631251,1.273305295,3.597138235,3.123512514,-1.890526986,-11.06041223,5.120920311,1.512698179,-2.225559705,-1.437203288,1.555089468,2.666075593,2.568856877,3.060644465,1.705848802,-0.134375916,-7.557287775
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.43391378,13.95555334,21.21684861,36.93693326,19.75250852,-6.461737109,2.810794354,-6.365614423,-8.300944193,8.189224919,13.63054671,4.568952697,-9.001878753,-7.884605875,1.735511066,1.443841557,-0.24226238,,,,,,,,,,,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.653483803,4.095216383,4.680172352,5.395128829,5.192316821,4.676750397,1.541783751,2.275630758,1.039665797,2.555052588,2.623959794,1.286418964,-1.022721301,-9.678367127,-3.011502812,-4.792884823,-6.559993209,-5.719178393,0.655222752,3.605155967,4.045182601,3.446989712,1.494158146,2.371698632,-10.87815982
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.967329403,13.48596943,6.694658898,-6.027178453,20.06461617,8.872610078,7.291125905,8.901783393,3.807769583,12.31032071,9.396979712,7.261703714,-2.900704144,-23.62534764,10.9720371,15.24335613,2.736367123,1.84358376,2.707453297,0.246231746,6.17382173,7.574995547,8.091451854,-4.427314134,-2.952553062
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,8.918681614,7.657431523,4.665137475,8.141035036,4.39345391,6.056419762,-4.1106262,-1.48140297,-4.868957789,-18.43128402,-19.86214205,26.89780863,7.209447726,8.126291563,4.341592053,3.678112962,5.206390559,5.48374363,5.348708188,5.114180727,8.32587445,6.475584149,11.64520548,9.431168853,10.16407442,9.523255064,10.13032771,9.673308143,10.81715582,15.01086434,19.63782487,24.10271589,17.04233384,19.84619306,23.9440503,20.5721408,12.73994954,12.55571687,9.635114899
European Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.256586455,-3.965169734,3.124190734,2.057280886,0.15615906,2.027278701,2.228843344,2.368712255,4.474365517,1.403701387,0.339780051,0.852843271,2.963532185,1.606613186,4.159814152,3.389643827,-1.257633626,-10.5078631,5.079855993,1.958752625,-2.279184074,-1.409980974,1.824300845,2.960190915,2.489276326,3.294032026,1.968026657,0.222830623,-6.845533275
Fragile and conflict affected situations,,,,,,,,,,,,,,,,,,,,,,,-5.419122024,-9.536814889,8.171189129,0.623056893,3.485177022,5.809239197,4.861957162,-6.341061211,22.1441375,-8.661267906,5.374212559,-1.923661957,-2.115615268,3.028701755,3.814080893,5.728648504,7.33986056,-0.887711916,4.570714181,3.278463727,-6.437208327,-7.791442729,14.10879509,5.284993955,5.503220202,4.974450658,4.154609542,0.961452514,3.141794867,3.978528253,3.91062372,2.944301918,1.063560212,,,,,,
Finland,,,,,,,,,,,,,,,,,-3.168460245,0.721192034,1.8215888,5.297761402,7.085994037,0.974628713,1.941933507,3.486755589,0.722506626,3.294643501,1.989112228,4.05460891,5.576929401,7.711713956,-0.511812162,-10.41097483,-2.880872048,-1.192544094,4.286825112,0.940123837,6.169508944,9.450057475,8.117295893,5.373347989,9.599475995,1.089025632,2.813663236,3.32232989,4.946923632,3.765098694,8.689809207,8.32070773,-2.541759779,-17.91322996,8.134884749,0.10778866,-7.665175339,-0.522739153,-0.974170338,0.54902441,3.864812747,6.195157224,-1.670991369,0.827235126,-1.973159096
Fiji,,,,,,,12.59752011,13.15389245,9.797624005,-9.893297085,9.687822014,0,7.556446079,9.489047525,-4.250005177,-4.786770127,3.107857559,11.17022724,-0.079757863,15.96169967,1.376469773,6.313636391,-5.874837298,-7.326993709,2.12297733,-6.881728844,11.54734052,-15.04485074,-6.49877643,28.68635642,3.049916199,-1.587519348,10.17369239,5.539636971,3.936666949,1.719618726,7.405540057,3.034223438,1.206131585,8.063770891,-5.442569412,7.27053396,2.25925483,0.842296659,10.02328288,-6.633477604,0.663292408,-5.151560134,14.08593923,1.042939094,6.533354773,-9.790103544,-2.240492898,4.422694007,14.38523049,6.89294215,7.241962154,4.208882337,5.486041135,-0.447678004,-6.575346963
France,,7.93744172,6.640266451,7.353343661,9.778770246,6.590709734,5.884625462,4.914836359,3.258968063,7.112459104,9.123481042,7.706511027,2.436116908,6.236081106,5.679020559,-2.244670702,3.083022384,3.191672173,1.236683047,0.990188418,0.594786513,-1.129631351,-0.070354689,0.085390768,-1.018402235,0.631659727,1.38582996,1.18495619,5.27224465,3.956160334,4.03637491,0.712149709,1.35427153,-4.136743732,0.773737907,3.052729664,-0.328624584,0.998816111,3.970426163,3.8026769,5.285602056,2.424392817,0.451407216,1.151309675,2.344129373,1.313155167,1.918349831,2.643805766,-2.946467641,-5.958006088,0.468514132,1.376095523,-0.975949074,0.665773924,-0.428811332,0.143314266,-0.05823385,1.370293905,0.691476824,0.766705477,-11.95140979
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.37603989,-16.66880377,15.46725606,0.740215765,6.550457281,3.037758954,-12.21451809,-4.562526515,-3.905315387,-2.425899848,-20.86578215,-7.709928372,10.372117,35.49045556,18.03830195,11.92978092,-1.290066968,-20.05276657,-28.62198385,-6.200838902,6.395859244,2.854416998,-7.3495617,-3.869326791,
Gabon,,,,,,,,,,,,,,,,,,,,,,-6.572029441,4.877133745,-3.112144518,13.49455418,0.130123746,1.754385787,-17.81609167,-0.466200758,23.94613583,16.48559282,-8.085969177,1.047089616,6.272740508,9.052314432,5.23671983,3.568019094,3.652494526,1.345042242,-13.51321707,-9.372225746,0.839630563,-0.60270033,3.354238695,1.399005883,2.159314004,-14.20411731,3.114538272,-12.51354912,-3.600807832,13.21867358,8.267255537,-0.126231523,2.416567514,0.609903745,2.303201571,-0.178731509,-6.605679178,-0.305724473,6.933260275,-3.006285922
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.56710173,-0.705611542,1.226949279,3.98251043,1.582076704,1.456867988,1.201745694,0.965508828,1.1466769,1.478397368,-0.65986157,0.435671761,1.12510998,2.159348953,-1.159847731,1.013170338,1.149174184,-2.434004733,-9.365193067,4.929618593,0.194954953,-3.815054868,-0.301138492,3.892568273,1.396328404,1.998517517,3.139624555,0.642416422,-0.049976517,-10.77447142
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.71732322,9.186584765,13.17726385,14.4752121,-4.695695645,-3.789072524,-3.635896416,9.510713144,11.17860063,3.664985641,6.981300992,2.619446111,6.682258089,4.369552613,-0.531489564,2.70491999,-2.795098702
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08452481,15.07006266,4.48682828,6.947396653,41.63977037,11.0435704,4.985571521,1.130949717,1.151301856,4.322687389,15.61442037,10.50299399,6.365812139,-3.564117888
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.233256352,3.064186726,3.106390753,3.534821932,-0.927361284,1.1114831,7.069135496,1.906103385,6.762787988,7.96782083,3.3107874,4.83905243,6.237797576,4.40622143,5.150197299,5.0768163,0.084248093,2.993899532,3.758226717,0.999557913,1.809907166,7.304243423,-4.355358851,1.247649984,0.715785908,3.972637909,-4.47023759,6.662011332,-3.003864649,18.91570358,22.70684988,11.38762048,7.321812387,21.50784709
"Gambia, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.821443971,3.935136841,2.589573147,-1.018202373,-0.733118734,2.899176041,4.483455125,5.164272237,3.629139458,9.573101562,22.61226659,19.22001111,-3.5477608,2.028050799,14.29330155,
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.628390835,16.27489222,6.760097109,-14.02228516,7.006491945,4.161423692,-5.561308137,5.114441043,4.685225026,6.790110643,-0.911670943,4.982834723,4.69961693,2.784222738,5.124153499,3.59591021,11.90567301,0.543498041,4.157709973,-0.695229933
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.21859122,18.06552835,0.77573499,-14.23932069,6.519697352,7.804116173,-9.224763319,0.116608325,-12.25018389,-11.03367935,-6.59633358,-11.71785672,-8.69945039,-6.094949011
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.210347283,1.985877114,4.980440799,9.642113863,3.528480174,6.904790163,5.048425054,8.372451333,1.832345429,-3.13296955,8.735406975,-1.919013436,-12.62768971,-0.464480102,-14.13811906,-11.86128635,-5.844527595,-6.864839643,-6.35812303,-0.828420595,2.183229972,-1.784317674,0.470697806,0.978121237,-2.409983211
Grenada,,,,,,,,,,,,,,,,,,,9.699121938,13.59073672,-5.282054721,5.863467988,13.69836824,-4.513099591,-5.332720977,13.90123887,12.34693435,16.25686037,8.227302185,1.3805417,0.516026805,7.101502954,0.445704021,-1.12176439,5.442257734,5.324705,5.335298308,8.280501136,16.7011595,8.115413215,12.05648122,-8.992243525,2.419466779,13.76250087,-0.646239926,57.81382207,-21.3572368,-1.837848489,-4.389907825,-19.31192375,-1.124109778,-5.899353317,-8.690828904,10.82387307,-1.657971192,5.326146018,8.137086829,15.0782829,9.903783334,1.821178632,-12.83868057
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.85023585,7.773974302,-12.09721966,11.67783829,20.86185876,-4.314258002,3.227506792,3.028398602,7.899351887,-2.141191435,8.102253033,5.955243821,10.16297324,-12.56474089,19.96007331,,
Guatemala,,10.92903683,-1.447419932,5.428005115,10.52849287,5.82256668,10.12724767,8.53306784,7.088811757,6.573103556,3.089665047,5.804231533,8.005137184,10.30507154,2.55731865,2.061513686,23.94275983,11.73821813,6.290370085,7.237760265,6.935191405,1.52667944,-6.602424301,-9.82429842,-7.333095985,-2.475342372,2.540676448,4.521027809,5.326201584,3.873462736,-0.149566202,2.468890695,9.481597501,2.228242823,2.451507113,5.374244688,3.490172597,6.524098912,6.272869829,4.173202263,-2.542429781,2.980201305,5.777155599,0.596185431,0.339768793,2.685607724,6.493129576,5.392571716,0.952688085,-2.845025424,0.279577203,4.235321081,1.43257438,3.355242145,7.191176022,2.939098253,1.458204085,0.855139949,1.630627221,3.761379467,-1.165479989
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,,6.476531659,13.73110407,-18.27249529,19.52772071,9.386095083,5.952186758,7.12139207,6.86507287,8.620223436,5.425926924,-0.969326671,-6.583579372,-7.895115737,9.112757858,14.15590003,2.804791617,-1.956009169,-6.417917523,-3.729003231,6.633293965,-17.39354611,-15.75999245,-30.76147875,5.023992205,2.904848863,10.04483045,14.37517436,-4.63060937,-14.50381679,3.954081633,9.693251477,-2.908277428,21.31336413,9.781576504,0.692041471,11.25429557,11.58301163,-0.06920422,-5.470914077,1.611721562,2.52343191,-3.938115363,-2.562225519,-1.277235089,-0.684931536,-0.766283529,9.908535597,-0.483123614,1.675671149,3.190084694,9.179346387,4.546101325,7.282664919,-5.635662763,3.555125485,20.89988022,-2.674432867,2.986906639,9.257593567,162.6713584
High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.620202315,2.532388089,4.271868707,-1.428495913,-0.157275198,2.138388959,3.952398136,2.005763939,3.534334203,2.234069374,-1.743443238,-9.70217175,5.24282954,1.315137032,0.213377572,0.888279822,2.476251544,2.426393425,1.174622407,2.891085274,2.411575796,0.882252948,
"Hong Kong SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,,-2.496532889,13.67943001,1.727787996,2.396167771,2.99149163,1.783145847,18.47979736,6.653947532,0.626117569,4.222221724,2.985075652,7.453415979,13.68015371,5.084745823,0.483871314,4.815409348,13.16998435,6.544735244,6.295143541,-3.595359208,-5.174936907,1.23556127,5.906162834,10.45086506,4.559127649,9.836814455,7.246423022,-0.803836872,3.203070959,4.319843238,-3.369456835,8.869314027,9.678661085,1.016250462,8.556809537,-0.26775478,3.41037204,2.780495878,3.213735127,0.257238715,0.465917794,2.390572391,4.353396661,3.501110355,7.635657579,6.332123606,6.296098316,3.84080537,-7.693287103,2.972994276,4.159470695,1.940075371,1.909010014,1.196368451,4.196111241,3.71370469,4.501681814,4.067902835,1.836603445,-14.33567263
Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,,,,,,5.784859018,6.677306378,1.431332043,1.713942716,3.009025295,-0.964765926,-0.066978175,-4.93042083,-4.080658064,-5.612916523,-2.505673823,-2.670344174,2.553233575,5.052879747,3.541487674,4.450540378,4.790873263,8.63829675,3.189641074,6.509393967,4.931352114,6.014414791,7.856866269,5.387227438,6.12888914,3.964792909,5.013901912,6.437741745,6.871207646,1.673390042,9.063837588,4.486185793,4.081695067,2.880044292,7.723701495,8.988583876,5.218918731,2.528104835
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.177013392,10.44513509,1.955985073,1.69676969,4.366616125,1.50431073,4.286346219,7.868524349,5.755237331,4.299545155,4.940094129,4.422973372,2.007666704,-10.60793159,-8.327478445,-1.984436908,-7.241608692,-1.521326508,1.336977097,2.307919742,5.145808973,2.450764054,1.408335829,2.280307313,-1.347373542
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.713392466,-3.706219599,-1.05912276,-9.870827885,-19.50783062,-30.48747457,22.25731311,-0.211989165,3.812014492,4.131109857,2.307589055,2.65542166,-0.782533639,2.289804495,2.29915756,-0.03296797,3.68737444,5.943303207,1.61854854,3.440492935,8.424454885,-10.4400538,12.55191379,2.536700842,4.012352056,7.242126638,5.697169649,1.009300233,0.534688517,1.109262317,-9.998565592,4.267213682
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0519938,11.28297486,8.247939147,5.011014597,4.755786263,3.847467422,7.249355714,4.595267186,5.08415557,4.532739092,4.409006238,3.578248178,-5.232649798,-12.66468628,4.24347522,-0.050445086,-2.226076793,-1.204093527,6.578267252,7.700782934,-0.462416078,4.525986936,4.636323049,4.750397726,-5.582442457
IBRD only,,,,,,,7.934505173,4.349582859,8.445408068,8.806047816,8.75301278,6.91651423,7.351506086,9.334112902,3.62995818,0.491543295,8.791667861,2.616220212,2.762011652,3.325455493,0.749985957,0.20203302,2.644061522,-1.077211916,4.991050477,4.113526947,5.296782876,4.942844739,3.692384203,2.740155661,4.732228782,0.056164335,-1.012082395,2.642461888,2.580720938,4.265305136,5.198199593,5.73240083,2.13683876,2.726326458,6.479049158,2.809615715,3.980003153,5.885558702,8.984601421,6.967294433,8.446866527,8.614908125,5.409392456,1.927216028,8.367627036,7.094483091,4.476362245,4.755360081,4.412028558,3.925437302,4.721085629,4.242072469,3.812715692,2.371300971,-1.231874074
IDA & IBRD total,,,,,,,7.834729484,4.258922551,8.39773672,8.77844328,8.782853463,6.758966371,7.039650205,9.345748045,3.817471871,0.43517844,8.477745326,2.600330861,2.649129595,3.307798116,0.897266419,0.349087688,1.930450882,-1.628288027,4.95268322,4.1068062,4.90118038,4.940806021,3.771184895,2.595606168,4.889457312,-0.023516896,-0.925567286,2.293604304,2.301210416,4.050464929,5.19083902,5.571127557,2.163286044,2.658102374,6.481598582,2.903001818,3.962200366,5.981545591,8.815309444,6.883217064,8.197622375,8.39374689,5.295949421,2.011011893,8.350400025,7.052457389,4.355205914,4.79052796,4.513637482,3.864193523,4.564215605,4.331531785,3.954378157,2.490764893,-1.216890864
IDA total,,,,,,,,,,,,,,,,,,,,,,,-6.025515428,-8.300600731,4.449497382,4.018226786,-0.2689659,4.91343914,4.764278396,0.835929018,6.839628301,-1.276723476,0.454523464,-3.209361915,-2.37442401,0.285012372,5.051429827,2.511156808,2.680827969,1.330111094,6.532863125,4.756679353,3.615430508,7.853761915,5.572460456,5.221606465,3.187136106,3.864987169,2.874657515,3.763291549,7.997127002,6.18768287,1.840848704,5.539254227,6.66082998,2.625152525,1.329364077,6.238040432,6.916691452,5.007530925,-0.897055728
IDA blend,,,,,,,,,,,,,,,,,,,,,,,-8.325953388,-12.59053311,2.852573358,4.759490523,-2.13059741,5.189130764,6.237793282,1.254007522,12.2510595,-0.738558675,3.201707559,-4.582171808,-3.588120004,-1.440735055,5.064420353,1.847108857,1.986925199,-0.987558846,4.69013403,4.392129887,1.442404451,8.687480164,4.754785475,3.841017019,0.681099093,0.496137363,1.248745824,1.912044221,6.802578534,6.156764262,3.109194937,2.481986443,6.870462864,1.699528357,-3.037282292,3.186906217,2.868646559,2.280642259,-3.124221174
